ProductID,LocationID,Shelf,Bin,Quantity,ModifiedDate
348,50,S,8,251,2014-08-12 00:00:00.0000000
348,60,S,7,337,2014-08-12 00:00:00.0000000
349,1,E,12,328,2014-08-12 00:00:00.0000000
349,50,G,18,256,2014-08-12 00:00:00.0000000
349,60,S,9,342,2014-08-12 00:00:00.0000000
350,5,J,2,622,2008-03-31 00:00:00.0000000
350,10,C,3,406,2008-03-31 00:00:00.0000000
350,50,A,2,313,2008-03-31 00:00:00.0000000
351,5,J,3,179,2014-08-10 00:00:00.0000000
351,10,C,4,281,2014-08-10 00:00:00.0000000
351,50,A,3,145,2014-08-10 00:00:00.0000000
352,5,J,10,300,2014-08-10 00:00:00.0000000
352,10,C,1,278,2014-08-10 00:00:00.0000000
352,50,A,20,195,2014-08-10 00:00:00.0000000
355,1,D,16,276,2014-08-05 00:00:00.0000000
355,6,H,16,257,2014-08-05 00:00:00.0000000
355,50,C,1,289,2014-08-05 00:00:00.0000000
356,1,D,17,262,2014-08-12 00:00:00.0000000
356,6,H,17,243,2014-08-12 00:00:00.0000000
356,50,C,2,275,2014-08-12 00:00:00.0000000
357,1,D,18,248,2014-08-12 00:00:00.0000000
357,6,H,18,228,2014-08-12 00:00:00.0000000
357,50,C,3,260,2014-08-12 00:00:00.0000000
358,1,D,19,233,2014-08-12 00:00:00.0000000
358,6,H,19,214,2014-08-12 00:00:00.0000000
358,50,C,4,246,2014-08-12 00:00:00.0000000
359,1,C,8,369,2014-07-28 00:00:00.0000000
359,6,R,1,360,2014-07-28 00:00:00.0000000
359,50,E,1,374,2014-07-28 00:00:00.0000000
360,1,C,9,363,2014-07-28 00:00:00.0000000
360,6,R,2,353,2014-07-28 00:00:00.0000000
360,50,E,2,368,2014-07-28 00:00:00.0000000
361,1,C,10,499,2014-08-03 00:00:00.0000000
361,6,R,3,601,2014-08-03 00:00:00.0000000
361,50,E,3,531,2014-08-03 00:00:00.0000000
362,1,C,11,377,2014-08-03 00:00:00.0000000
362,6,R,4,315,2014-08-03 00:00:00.0000000
362,50,E,4,334,2014-08-03 00:00:00.0000000
363,1,C,12,499,2014-08-03 00:00:00.0000000
363,6,R,5,643,2014-08-03 00:00:00.0000000
363,50,E,5,619,2014-08-03 00:00:00.0000000
364,1,C,13,368,2014-08-08 00:00:00.0000000
364,6,R,6,358,2014-08-08 00:00:00.0000000
364,50,E,6,326,2014-08-08 00:00:00.0000000
365,1,C,14,411,2014-08-08 00:00:00.0000000
365,6,R,7,691,2014-08-08 00:00:00.0000000
365,50,E,7,619,2014-08-08 00:00:00.0000000
366,1,C,15,318,2014-07-28 00:00:00.0000000
366,6,R,8,299,2014-07-28 00:00:00.0000000
366,50,E,8,412,2014-07-28 00:00:00.0000000
367,1,C,16,643,2014-07-28 00:00:00.0000000
367,6,R,9,689,2014-07-28 00:00:00.0000000
367,50,E,9,569,2014-07-28 00:00:00.0000000
368,1,C,17,369,2014-07-28 00:00:00.0000000
368,6,R,10,360,2014-07-28 00:00:00.0000000
368,50,E,10,374,2014-07-28 00:00:00.0000000
369,1,C,18,363,2014-07-28 00:00:00.0000000
369,6,R,11,353,2014-07-28 00:00:00.0000000
369,50,E,11,368,2014-07-28 00:00:00.0000000
370,1,C,19,252,2014-08-03 00:00:00.0000000
370,6,R,12,155,2014-08-03 00:00:00.0000000
370,50,E,12,476,2014-08-03 00:00:00.0000000
371,1,C,20,585,2014-08-03 00:00:00.0000000
371,6,R,13,649,2014-08-03 00:00:00.0000000
371,50,E,13,547,2014-08-03 00:00:00.0000000
372,1,C,21,281,2014-08-03 00:00:00.0000000
372,6,R,14,344,2014-08-03 00:00:00.0000000
372,50,E,14,272,2014-08-03 00:00:00.0000000
373,1,C,22,284,2014-08-08 00:00:00.0000000
373,6,R,15,347,2014-08-08 00:00:00.0000000
373,50,E,15,275,2014-08-08 00:00:00.0000000
374,1,C,23,288,2014-08-08 00:00:00.0000000
374,6,R,16,350,2014-08-08 00:00:00.0000000
374,50,E,16,278,2014-08-08 00:00:00.0000000
375,1,C,24,291,2014-08-12 00:00:00.0000000
375,6,R,17,353,2014-08-12 00:00:00.0000000
375,50,E,17,281,2014-08-12 00:00:00.0000000
376,1,C,25,585,2014-08-12 00:00:00.0000000
376,6,R,18,649,2014-08-12 00:00:00.0000000
376,50,E,18,547,2014-08-12 00:00:00.0000000
377,1,C,26,249,2014-08-12 00:00:00.0000000
377,6,R,19,299,2014-08-12 00:00:00.0000000
377,50,E,19,393,2014-08-12 00:00:00.0000000
378,1,C,27,244,2014-08-12 00:00:00.0000000
378,6,R,20,294,2014-08-12 00:00:00.0000000
378,50,E,20,388,2014-08-12 00:00:00.0000000
379,1,C,28,323,2014-07-19 00:00:00.0000000
379,6,R,21,897,2014-07-19 00:00:00.0000000
379,50,E,21,691,2014-07-19 00:00:00.0000000
380,1,C,29,156,2014-07-25 00:00:00.0000000
380,6,R,22,264,2014-07-25 00:00:00.0000000
380,50,E,22,350,2014-07-25 00:00:00.0000000
381,1,C,30,163,2014-07-25 00:00:00.0000000
381,6,R,23,270,2014-07-25 00:00:00.0000000
381,50,E,23,356,2014-07-25 00:00:00.0000000
382,1,C,31,169,2014-07-31 00:00:00.0000000
382,6,R,24,276,2014-07-31 00:00:00.0000000
382,50,E,24,363,2014-07-31 00:00:00.0000000
383,1,C,32,587,2014-07-31 00:00:00.0000000
383,6,R,25,676,2014-07-31 00:00:00.0000000
383,50,E,25,638,2014-07-31 00:00:00.0000000
384,1,C,33,299,2014-07-31 00:00:00.0000000
384,6,R,26,217,2014-07-31 00:00:00.0000000
384,50,E,26,304,2014-07-31 00:00:00.0000000
385,1,C,34,619,2014-07-31 00:00:00.0000000
385,6,R,27,526,2014-07-31 00:00:00.0000000
385,50,E,27,633,2014-07-31 00:00:00.0000000
386,1,D,1,148,2014-08-05 00:00:00.0000000
386,6,R,28,192,2014-08-05 00:00:00.0000000
386,50,E,28,385,2014-08-05 00:00:00.0000000
387,1,D,2,524,2014-08-05 00:00:00.0000000
387,6,R,29,710,2014-08-05 00:00:00.0000000
387,50,E,29,654,2014-08-05 00:00:00.0000000
388,1,D,3,292,2014-08-05 00:00:00.0000000
388,6,R,30,140,2014-08-05 00:00:00.0000000
388,50,E,30,366,2014-08-05 00:00:00.0000000
389,1,D,4,657,2014-08-10 00:00:00.0000000
389,6,R,31,691,2014-08-10 00:00:00.0000000
389,50,E,31,460,2014-08-10 00:00:00.0000000
390,1,D,5,292,2014-08-10 00:00:00.0000000
390,6,R,32,140,2014-08-10 00:00:00.0000000
390,50,E,32,366,2014-08-10 00:00:00.0000000
391,1,D,6,296,2014-08-10 00:00:00.0000000
391,6,R,33,144,2014-08-10 00:00:00.0000000
391,50,E,33,369,2014-08-10 00:00:00.0000000
392,1,D,7,299,2014-08-10 00:00:00.0000000
392,6,R,34,147,2014-08-10 00:00:00.0000000
392,50,E,34,372,2014-08-10 00:00:00.0000000
393,1,D,8,603,2014-08-10 00:00:00.0000000
393,6,R,35,780,2014-08-10 00:00:00.0000000
393,50,E,35,497,2014-08-10 00:00:00.0000000
394,1,D,9,302,2014-08-12 00:00:00.0000000
394,6,R,36,150,2014-08-12 00:00:00.0000000
394,50,E,36,459,2014-08-12 00:00:00.0000000
395,1,D,10,281,2014-08-12 00:00:00.0000000
395,6,R,37,355,2014-08-12 00:00:00.0000000
395,50,E,37,148,2014-08-12 00:00:00.0000000
396,1,D,11,636,2014-08-12 00:00:00.0000000
396,6,R,38,585,2014-08-12 00:00:00.0000000
396,50,E,38,603,2014-08-12 00:00:00.0000000
397,1,D,12,339,2014-08-12 00:00:00.0000000
397,6,R,39,550,2014-08-12 00:00:00.0000000
397,50,E,39,763,2014-08-12 00:00:00.0000000
398,5,B,1,372,2008-03-31 00:00:00.0000000
398,10,B,4,404,2008-03-31 00:00:00.0000000
398,20,A,3,550,2008-03-31 00:00:00.0000000
399,5,B,2,366,2008-03-31 00:00:00.0000000
399,10,B,5,398,2008-03-31 00:00:00.0000000
399,20,A,4,544,2008-03-31 00:00:00.0000000
400,5,B,3,260,2008-03-31 00:00:00.0000000
400,10,B,2,246,2008-03-31 00:00:00.0000000
400,20,A,1,284,2008-03-31 00:00:00.0000000
401,5,B,4,283,2008-03-31 00:00:00.0000000
401,10,B,3,212,2008-03-31 00:00:00.0000000
401,20,A,2,302,2008-03-31 00:00:00.0000000
402,1,F,1,316,2014-08-10 00:00:00.0000000
402,6,G,3,353,2014-08-10 00:00:00.0000000
402,50,T,1,321,2014-08-10 00:00:00.0000000
403,1,F,2,313,2014-08-09 00:00:00.0000000
403,6,G,4,350,2014-08-09 00:00:00.0000000
403,50,T,2,318,2014-08-09 00:00:00.0000000
404,1,F,3,310,2014-08-09 00:00:00.0000000
404,6,G,5,347,2014-08-09 00:00:00.0000000
404,50,T,3,315,2014-08-09 00:00:00.0000000
405,1,F,4,307,2014-08-10 00:00:00.0000000
405,6,G,6,344,2014-08-10 00:00:00.0000000
405,50,T,4,312,2014-08-10 00:00:00.0000000
406,1,F,5,304,2014-08-10 00:00:00.0000000
406,6,G,7,340,2014-08-10 00:00:00.0000000
406,50,T,5,308,2014-08-10 00:00:00.0000000
407,1,F,6,460,2014-08-10 00:00:00.0000000
407,6,G,8,587,2014-08-10 00:00:00.0000000
407,50,T,6,625,2014-08-10 00:00:00.0000000
408,1,F,7,417,2014-08-07 00:00:00.0000000
408,6,G,9,344,2014-08-07 00:00:00.0000000
408,50,T,7,296,2014-08-07 00:00:00.0000000
409,1,F,8,414,2014-08-07 00:00:00.0000000
409,6,G,10,340,2014-08-07 00:00:00.0000000
409,50,T,8,292,2014-08-07 00:00:00.0000000
410,1,F,9,411,2014-08-12 00:00:00.0000000
410,6,G,11,337,2014-08-12 00:00:00.0000000
410,50,T,9,289,2014-08-12 00:00:00.0000000
411,1,F,10,603,2014-08-12 00:00:00.0000000
411,6,G,12,552,2014-08-12 00:00:00.0000000
411,50,T,10,459,2014-08-12 00:00:00.0000000
412,1,F,11,299,2014-08-12 00:00:00.0000000
412,6,G,13,321,2014-08-12 00:00:00.0000000
412,50,T,11,156,2014-08-12 00:00:00.0000000
413,1,F,12,641,2014-08-12 00:00:00.0000000
413,6,G,14,603,2014-08-12 00:00:00.0000000
413,50,T,12,459,2014-08-12 00:00:00.0000000
414,1,F,13,427,2014-07-30 00:00:00.0000000
414,6,G,15,321,2014-07-30 00:00:00.0000000
414,50,T,13,371,2014-07-30 00:00:00.0000000
415,1,F,14,422,2014-07-30 00:00:00.0000000
415,6,G,16,316,2014-07-30 00:00:00.0000000
415,50,T,14,366,2014-07-30 00:00:00.0000000
416,1,F,15,417,2014-07-30 00:00:00.0000000
416,6,G,17,312,2014-07-30 00:00:00.0000000
416,50,T,15,361,2014-07-30 00:00:00.0000000
417,1,F,16,572,2014-08-04 00:00:00.0000000
417,6,G,18,627,2014-08-04 00:00:00.0000000
417,50,T,16,516,2014-08-04 00:00:00.0000000
418,1,F,17,248,2014-08-04 00:00:00.0000000
418,6,G,19,283,2014-08-04 00:00:00.0000000
418,50,T,17,388,2014-08-04 00:00:00.0000000
419,1,F,18,246,2014-08-04 00:00:00.0000000
419,6,G,20,281,2014-08-04 00:00:00.0000000
419,50,T,18,387,2014-08-04 00:00:00.0000000
420,1,F,19,244,2014-08-04 00:00:00.0000000
420,6,G,21,280,2014-08-04 00:00:00.0000000
420,50,T,19,385,2014-08-04 00:00:00.0000000
421,1,F,20,243,2014-08-04 00:00:00.0000000
421,6,G,22,278,2014-08-04 00:00:00.0000000
421,50,T,20,384,2014-08-04 00:00:00.0000000
422,1,K,1,620,2014-08-07 00:00:00.0000000
422,6,G,23,515,2014-08-07 00:00:00.0000000
422,50,T,21,497,2014-08-07 00:00:00.0000000
423,1,K,2,619,2014-08-07 00:00:00.0000000
423,6,G,24,513,2014-08-07 00:00:00.0000000
423,50,U,1,496,2014-08-07 00:00:00.0000000
424,1,K,3,617,2014-08-12 00:00:00.0000000
424,6,G,25,512,2014-08-12 00:00:00.0000000
424,50,U,2,494,2014-08-12 00:00:00.0000000
425,1,K,4,616,2014-08-12 00:00:00.0000000
425,6,G,26,510,2014-08-12 00:00:00.0000000
425,50,U,3,492,2014-08-12 00:00:00.0000000
426,1,K,5,614,2014-08-12 00:00:00.0000000
426,6,G,27,508,2014-08-12 00:00:00.0000000
426,50,U,4,491,2014-08-12 00:00:00.0000000
427,1,K,6,612,2014-08-01 00:00:00.0000000
427,6,G,28,507,2014-08-01 00:00:00.0000000
427,50,U,5,489,2014-08-01 00:00:00.0000000
428,1,K,7,611,2014-08-01 00:00:00.0000000
428,6,G,29,505,2014-08-01 00:00:00.0000000
428,50,U,6,488,2014-08-01 00:00:00.0000000
429,1,K,8,609,2014-08-06 00:00:00.0000000
429,6,G,30,504,2014-08-06 00:00:00.0000000
429,50,U,7,486,2014-08-06 00:00:00.0000000
430,1,K,9,608,2014-08-06 00:00:00.0000000
430,6,G,31,502,2014-08-06 00:00:00.0000000
430,50,U,8,484,2014-08-06 00:00:00.0000000
431,1,K,10,611,2014-08-06 00:00:00.0000000
431,6,G,32,505,2014-08-06 00:00:00.0000000
431,50,U,9,488,2014-08-06 00:00:00.0000000
432,1,K,11,614,2014-08-06 00:00:00.0000000
432,6,G,33,508,2014-08-06 00:00:00.0000000
432,50,U,10,491,2014-08-06 00:00:00.0000000
433,1,L,1,617,2014-08-11 00:00:00.0000000
433,6,G,34,512,2014-08-11 00:00:00.0000000
433,50,U,11,494,2014-08-11 00:00:00.0000000
434,1,L,2,620,2014-08-11 00:00:00.0000000
434,6,G,35,515,2014-08-11 00:00:00.0000000
434,50,U,12,497,2014-08-11 00:00:00.0000000
435,1,L,3,624,2014-08-11 00:00:00.0000000
435,6,G,36,518,2014-08-11 00:00:00.0000000
435,50,U,13,500,2014-08-11 00:00:00.0000000
436,1,L,4,627,2014-08-09 00:00:00.0000000
436,6,G,37,521,2014-08-09 00:00:00.0000000
436,50,U,14,504,2014-08-09 00:00:00.0000000
437,1,L,5,630,2014-08-09 00:00:00.0000000
437,6,G,38,524,2014-08-09 00:00:00.0000000
437,50,U,15,507,2014-08-09 00:00:00.0000000
438,1,L,6,633,2014-07-24 00:00:00.0000000
438,6,G,39,528,2014-07-24 00:00:00.0000000
438,50,U,16,510,2014-07-24 00:00:00.0000000
439,1,L,7,636,2014-07-24 00:00:00.0000000
439,6,G,40,531,2014-07-24 00:00:00.0000000
439,50,U,17,513,2014-07-24 00:00:00.0000000
440,1,L,8,640,2014-07-30 00:00:00.0000000
440,6,G,41,534,2014-07-30 00:00:00.0000000
440,50,U,18,516,2014-07-30 00:00:00.0000000
441,1,L,9,635,2014-07-30 00:00:00.0000000
441,6,G,42,529,2014-07-30 00:00:00.0000000
441,50,U,19,512,2014-07-30 00:00:00.0000000
442,1,L,10,630,2014-07-30 00:00:00.0000000
442,6,G,43,524,2014-07-30 00:00:00.0000000
442,50,U,20,507,2014-07-30 00:00:00.0000000
443,1,L,11,625,2014-08-04 00:00:00.0000000
443,6,G,44,520,2014-08-04 00:00:00.0000000
443,50,U,21,502,2014-08-04 00:00:00.0000000
444,1,L,12,620,2014-08-04 00:00:00.0000000
444,6,G,45,515,2014-08-04 00:00:00.0000000
444,50,U,22,497,2014-08-04 00:00:00.0000000
445,1,H,3,616,2014-08-09 00:00:00.0000000
445,6,G,46,510,2014-08-09 00:00:00.0000000
445,50,U,23,492,2014-08-09 00:00:00.0000000
446,1,H,4,611,2014-08-09 00:00:00.0000000
446,6,G,47,505,2014-08-09 00:00:00.0000000
446,50,U,24,488,2014-08-09 00:00:00.0000000
447,1,H,5,606,2014-08-09 00:00:00.0000000
447,6,G,48,500,2014-08-09 00:00:00.0000000
447,50,U,25,483,2014-08-09 00:00:00.0000000
448,1,H,6,601,2014-08-09 00:00:00.0000000
448,6,G,49,496,2014-08-09 00:00:00.0000000
448,50,U,26,478,2014-08-09 00:00:00.0000000
449,1,H,7,596,2014-07-27 00:00:00.0000000
449,6,G,50,491,2014-07-27 00:00:00.0000000
449,50,U,27,473,2014-07-27 00:00:00.0000000
450,1,H,8,592,2014-08-02 00:00:00.0000000
450,6,G,51,486,2014-08-02 00:00:00.0000000
450,50,U,28,468,2014-08-02 00:00:00.0000000
451,1,H,9,595,2014-08-02 00:00:00.0000000
451,6,G,52,489,2014-08-02 00:00:00.0000000
451,50,U,29,472,2014-08-02 00:00:00.0000000
452,1,H,10,598,2014-08-02 00:00:00.0000000
452,6,G,53,492,2014-08-02 00:00:00.0000000
452,50,U,30,475,2014-08-02 00:00:00.0000000
453,1,H,11,601,2014-08-02 00:00:00.0000000
453,6,G,54,496,2014-08-02 00:00:00.0000000
453,50,U,31,478,2014-08-02 00:00:00.0000000
454,1,H,12,604,2014-08-02 00:00:00.0000000
454,6,G,55,499,2014-08-02 00:00:00.0000000
454,50,U,32,481,2014-08-02 00:00:00.0000000
455,1,H,13,608,2014-08-07 00:00:00.0000000
455,6,G,56,502,2014-08-07 00:00:00.0000000
455,50,U,33,484,2014-08-07 00:00:00.0000000
456,1,H,14,611,2014-08-07 00:00:00.0000000
456,6,G,57,505,2014-08-07 00:00:00.0000000
456,50,U,34,488,2014-08-07 00:00:00.0000000
457,1,H,15,614,2014-08-07 00:00:00.0000000
457,6,G,58,508,2014-08-07 00:00:00.0000000
457,50,U,35,491,2014-08-07 00:00:00.0000000
458,1,H,16,617,2014-08-07 00:00:00.0000000
458,6,G,59,512,2014-08-07 00:00:00.0000000
458,50,U,36,494,2014-08-07 00:00:00.0000000
459,1,H,17,620,2014-08-07 00:00:00.0000000
459,6,G,60,515,2014-08-07 00:00:00.0000000
459,50,U,37,497,2014-08-07 00:00:00.0000000
460,1,H,18,624,2014-08-07 00:00:00.0000000
460,6,G,61,518,2014-08-07 00:00:00.0000000
460,50,U,38,500,2014-08-07 00:00:00.0000000
461,1,G,19,627,2014-07-18 00:00:00.0000000
461,6,H,1,521,2014-07-18 00:00:00.0000000
461,50,K,1,504,2014-07-18 00:00:00.0000000
462,1,G,2,310,2014-08-11 00:00:00.0000000
462,6,H,2,204,2014-08-11 00:00:00.0000000
462,50,K,2,187,2014-08-11 00:00:00.0000000
463,1,G,3,499,2014-08-06 00:00:00.0000000
463,6,H,3,566,2014-08-06 00:00:00.0000000
463,50,K,3,620,2014-08-06 00:00:00.0000000
464,1,G,4,500,2014-08-06 00:00:00.0000000
464,6,H,4,568,2014-08-06 00:00:00.0000000
464,50,K,4,622,2014-08-06 00:00:00.0000000
465,1,G,5,502,2014-08-11 00:00:00.0000000
465,6,H,5,569,2014-08-11 00:00:00.0000000
465,50,K,5,624,2014-08-11 00:00:00.0000000
466,1,G,8,504,2014-08-11 00:00:00.0000000
466,6,H,6,571,2014-08-11 00:00:00.0000000
466,50,K,6,625,2014-08-11 00:00:00.0000000
467,1,G,7,505,2014-08-11 00:00:00.0000000
467,6,H,7,572,2014-08-11 00:00:00.0000000
467,50,K,7,627,2014-08-11 00:00:00.0000000
468,1,G,3,507,2014-08-01 00:00:00.0000000
468,6,H,8,574,2014-08-01 00:00:00.0000000
468,50,K,8,628,2014-08-01 00:00:00.0000000
469,1,J,4,508,2014-08-01 00:00:00.0000000
469,6,H,9,576,2014-08-01 00:00:00.0000000
469,50,K,9,630,2014-08-01 00:00:00.0000000
470,1,J,5,510,2014-08-01 00:00:00.0000000
470,6,H,10,577,2014-08-01 00:00:00.0000000
470,50,K,10,632,2014-08-01 00:00:00.0000000
471,1,J,6,512,2014-08-01 00:00:00.0000000
471,6,H,11,579,2014-08-01 00:00:00.0000000
471,50,K,11,633,2014-08-01 00:00:00.0000000
472,1,J,7,513,2014-08-01 00:00:00.0000000
472,6,H,12,580,2014-08-01 00:00:00.0000000
472,50,K,12,635,2014-08-01 00:00:00.0000000
473,1,J,8,515,2014-08-01 00:00:00.0000000
473,6,H,13,582,2014-08-01 00:00:00.0000000
473,50,K,13,636,2014-08-01 00:00:00.0000000
474,1,J,9,516,2014-08-01 00:00:00.0000000
474,6,H,14,584,2014-08-01 00:00:00.0000000
474,50,K,14,638,2014-08-01 00:00:00.0000000
475,1,J,10,518,2014-08-01 00:00:00.0000000
475,6,H,15,585,2014-08-01 00:00:00.0000000
475,50,K,15,640,2014-08-01 00:00:00.0000000
476,5,D,0,324,2014-07-19 00:00:00.0000000
476,10,A,0,404,2014-07-19 00:00:00.0000000
476,20,B,0,355,2014-07-19 00:00:00.0000000
477,2,B,0,403,2014-07-19 00:00:00.0000000
477,5,D,0,323,2014-07-19 00:00:00.0000000
477,10,A,0,353,2014-07-19 00:00:00.0000000
478,2,B,0,497,2014-07-25 00:00:00.0000000
478,5,D,0,568,2014-07-25 00:00:00.0000000
478,10,A,0,622,2014-07-25 00:00:00.0000000
479,2,C,0,441,2014-07-25 00:00:00.0000000
479,5,E,0,390,2014-07-25 00:00:00.0000000
479,10,C,0,198,2014-07-25 00:00:00.0000000
480,2,C,0,689,2014-07-25 00:00:00.0000000
480,5,E,0,515,2014-07-25 00:00:00.0000000
480,10,C,0,457,2014-07-25 00:00:00.0000000
481,2,C,0,427,2014-07-31 00:00:00.0000000
481,5,E,0,374,2014-07-31 00:00:00.0000000
481,10,C,0,196,2014-07-31 00:00:00.0000000
482,2,D,0,321,2014-07-31 00:00:00.0000000
482,5,R,10,427,2014-07-31 00:00:00.0000000
482,10,L,0,176,2014-07-31 00:00:00.0000000
483,2,D,0,691,2014-08-05 00:00:00.0000000
483,5,R,0,531,2014-08-05 00:00:00.0000000
483,10,L,0,459,2014-08-05 00:00:00.0000000
484,2,D,0,427,2014-08-05 00:00:00.0000000
484,5,R,0,374,2014-08-05 00:00:00.0000000
484,10,L,0,196,2014-08-05 00:00:00.0000000
485,2,D,0,321,2014-08-05 00:00:00.0000000
485,5,R,0,427,2014-08-05 00:00:00.0000000
485,10,L,0,176,2014-08-05 00:00:00.0000000
486,2,D,0,689,2014-08-05 00:00:00.0000000
486,5,R,0,515,2014-08-05 00:00:00.0000000
486,10,L,0,457,2014-08-05 00:00:00.0000000
487,2,D,0,331,2014-08-10 00:00:00.0000000
487,5,R,0,337,2014-08-10 00:00:00.0000000
487,10,L,0,324,2014-08-10 00:00:00.0000000
488,2,D,0,312,2014-08-10 00:00:00.0000000
488,5,R,0,318,2014-08-10 00:00:00.0000000
488,10,L,0,305,2014-08-10 00:00:00.0000000
489,1,J,1,612,2014-08-10 00:00:00.0000000
489,6,F,9,619,2014-08-10 00:00:00.0000000
489,50,N,1,606,2014-08-10 00:00:00.0000000
490,1,J,2,593,2014-08-12 00:00:00.0000000
490,6,F,2,600,2014-08-12 00:00:00.0000000
490,50,N,2,587,2014-08-12 00:00:00.0000000
491,1,J,3,254,2014-08-11 00:00:00.0000000
491,6,F,3,420,2014-08-11 00:00:00.0000000
491,50,N,3,248,2014-08-11 00:00:00.0000000
492,3,A,3,17,2014-08-11 00:00:00.0000000
492,4,A,6,14,2014-08-11 00:00:00.0000000
492,40,B,2,16,2014-08-11 00:00:00.0000000
493,3,A,2,41,2014-08-11 00:00:00.0000000
493,4,A,8,24,2014-08-11 00:00:00.0000000
493,40,B,1,28,2014-08-11 00:00:00.0000000
