ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
580,20130626,20130708,20130703,11423,1,100,8,SO60899,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
539,20130626,20130708,20130703,11423,1,100,8,SO60899,2,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
529,20130626,20130708,20130703,11423,1,100,8,SO60899,3,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
487,20130626,20130708,20130703,11423,1,100,8,SO60899,4,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
217,20130626,20130708,20130703,11423,1,100,8,SO60899,5,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
589,20130626,20130708,20130703,14139,1,100,8,SO60900,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
231,20130626,20130708,20130703,14139,1,100,8,SO60900,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
588,20130626,20130708,20130703,16033,1,98,10,SO60901,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
237,20130626,20130708,20130703,16033,1,98,10,SO60901,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
539,20130626,20130708,20130703,15172,1,19,6,SO60902,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
529,20130626,20130708,20130703,15172,1,19,6,SO60902,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
214,20130626,20130708,20130703,15172,1,19,6,SO60902,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
539,20130626,20130708,20130703,28639,1,100,4,SO60903,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
529,20130626,20130708,20130703,28639,1,100,4,SO60903,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
480,20130626,20130708,20130703,28639,1,100,4,SO60903,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
486,20130626,20130708,20130703,28639,1,100,4,SO60903,4,1,1,159,159,0,0,59.466,59.466,159,12.72,3.975,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
528,20130626,20130708,20130703,25341,1,100,4,SO60904,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
535,20130626,20130708,20130703,25341,1,100,4,SO60904,2,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
222,20130626,20130708,20130703,25341,1,100,4,SO60904,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
528,20130626,20130708,20130703,23727,1,100,4,SO60905,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
536,20130626,20130708,20130703,23727,1,100,4,SO60905,2,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
536,20130626,20130708,20130703,11652,1,19,6,SO60906,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
528,20130626,20130708,20130703,11652,1,19,6,SO60906,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
477,20130626,20130708,20130703,27112,1,19,6,SO60907,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
222,20130626,20130708,20130703,27112,1,19,6,SO60907,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
228,20130626,20130708,20130703,27112,1,19,6,SO60907,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
467,20130626,20130708,20130703,27112,1,19,6,SO60907,4,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
477,20130626,20130708,20130703,12363,1,19,6,SO60908,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
487,20130626,20130708,20130703,12363,1,19,6,SO60908,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
474,20130626,20130708,20130703,15418,1,19,6,SO60909,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
228,20130626,20130708,20130703,15418,1,19,6,SO60909,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
477,20130626,20130708,20130703,17459,1,100,4,SO60910,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
487,20130626,20130708,20130703,17459,1,100,4,SO60910,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
528,20130626,20130708,20130703,15979,1,100,1,SO60911,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
528,20130626,20130708,20130703,16091,1,100,4,SO60912,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
214,20130626,20130708,20130703,16091,1,100,4,SO60912,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
485,20130626,20130708,20130703,22363,1,19,6,SO60913,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
217,20130626,20130708,20130703,22363,1,19,6,SO60913,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
535,20130626,20130708,20130703,12847,1,98,10,SO60914,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
477,20130626,20130708,20130703,21131,1,100,8,SO60915,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
214,20130626,20130708,20130703,21131,1,100,8,SO60915,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
539,20130626,20130708,20130703,20055,1,98,10,SO60916,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
529,20130626,20130708,20130703,20055,1,98,10,SO60916,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
489,20130626,20130708,20130703,20055,1,98,10,SO60916,3,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
529,20130626,20130708,20130703,20161,1,100,7,SO60917,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
222,20130626,20130708,20130703,20161,1,100,7,SO60917,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
541,20130626,20130708,20130703,12654,1,98,10,SO60918,1,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
530,20130626,20130708,20130703,12654,1,98,10,SO60918,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
480,20130626,20130708,20130703,12654,2,98,10,SO60918,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
538,20130626,20130708,20130703,29443,1,98,10,SO60919,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
529,20130626,20130708,20130703,29443,1,98,10,SO60919,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
472,20130626,20130708,20130703,29443,1,98,10,SO60919,3,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
530,20130626,20130708,20130703,16036,1,98,10,SO60920,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
222,20130626,20130708,20130703,16036,1,98,10,SO60920,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
541,20130626,20130708,20130703,22584,1,100,7,SO60921,1,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
530,20130626,20130708,20130703,22584,1,100,7,SO60921,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
537,20130626,20130708,20130703,11517,1,100,4,SO60922,1,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
528,20130626,20130708,20130703,11517,1,100,4,SO60922,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
222,20130626,20130708,20130703,11517,1,100,4,SO60922,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
465,20130626,20130708,20130703,11517,1,100,4,SO60922,4,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
485,20130626,20130708,20130703,12759,1,100,1,SO60923,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
217,20130626,20130708,20130703,11562,1,100,8,SO60924,1,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
228,20130626,20130708,20130703,11562,1,100,8,SO60924,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
597,20130626,20130708,20130703,19697,1,100,4,SO60925,1,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
599,20130626,20130708,20130703,19706,1,100,1,SO60926,1,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
478,20130626,20130708,20130703,19706,1,100,1,SO60926,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
477,20130626,20130708,20130703,19706,1,100,1,SO60926,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
488,20130626,20130708,20130703,19706,1,100,1,SO60926,4,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
225,20130626,20130708,20130703,19706,1,100,1,SO60926,5,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
361,20130626,20130708,20130703,13911,1,100,1,SO60927,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
485,20130626,20130708,20130703,13911,1,100,1,SO60927,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
237,20130626,20130708,20130703,13911,1,100,1,SO60927,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
355,20130626,20130708,20130703,13947,1,100,1,SO60928,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
537,20130626,20130708,20130703,13947,1,100,1,SO60928,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
528,20130626,20130708,20130703,13947,1,100,1,SO60928,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
471,20130626,20130708,20130703,13947,1,100,1,SO60928,4,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
359,20130626,20130708,20130703,13492,1,100,4,SO60929,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
478,20130626,20130708,20130703,13492,1,100,4,SO60929,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
477,20130626,20130708,20130703,13492,1,100,4,SO60929,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
225,20130626,20130708,20130703,13492,1,100,4,SO60929,4,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
363,20130626,20130708,20130703,14292,1,100,4,SO60930,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
485,20130626,20130708,20130703,14292,1,100,4,SO60930,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
480,20130626,20130708,20130703,14292,1,100,4,SO60930,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
361,20130626,20130708,20130703,15395,1,19,6,SO60931,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
537,20130626,20130708,20130703,15395,1,19,6,SO60931,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
485,20130626,20130708,20130703,15395,1,19,6,SO60931,3,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
481,20130626,20130708,20130703,15395,1,19,6,SO60931,4,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
353,20130626,20130708,20130703,15391,1,19,6,SO60932,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
528,20130626,20130708,20130703,15391,1,19,6,SO60932,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
537,20130626,20130708,20130703,15391,1,19,6,SO60932,3,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
217,20130626,20130708,20130703,15391,1,19,6,SO60932,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
579,20130626,20130708,20130703,25574,1,100,7,SO60933,1,1,1,1214.85,1214.85,0,0,755.1508,755.1508,1214.85,97.188,30.3713,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
225,20130626,20130708,20130703,25574,1,100,7,SO60933,2,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
237,20130626,20130708,20130703,25574,2,100,7,SO60933,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
581,20130626,20130708,20130703,15028,1,6,9,SO60934,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
489,20130626,20130708,20130703,15028,1,6,9,SO60934,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,NA,NA,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
