ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
477,20130609,20130621,20130616,11243,1,98,10,SO59829,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-09T00:00:00.0000000,2013-06-21T00:00:00.0000000,2013-06-16T00:00:00.0000000
479,20130609,20130621,20130616,11243,1,98,10,SO59829,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,NA,NA,2013-06-09T00:00:00.0000000,2013-06-21T00:00:00.0000000,2013-06-16T00:00:00.0000000
217,20130609,20130621,20130616,11243,1,98,10,SO59829,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-09T00:00:00.0000000,2013-06-21T00:00:00.0000000,2013-06-16T00:00:00.0000000
575,20130609,20130621,20130616,13581,1,98,10,SO59830,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,NA,NA,2013-06-09T00:00:00.0000000,2013-06-21T00:00:00.0000000,2013-06-16T00:00:00.0000000
477,20130609,20130621,20130616,13581,1,98,10,SO59830,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-09T00:00:00.0000000,2013-06-21T00:00:00.0000000,2013-06-16T00:00:00.0000000
472,20130609,20130621,20130616,13581,1,98,10,SO59830,3,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,NA,NA,2013-06-09T00:00:00.0000000,2013-06-21T00:00:00.0000000,2013-06-16T00:00:00.0000000
479,20130609,20130621,20130616,13581,1,98,10,SO59830,4,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,NA,NA,2013-06-09T00:00:00.0000000,2013-06-21T00:00:00.0000000,2013-06-16T00:00:00.0000000
588,20130609,20130621,20130616,11358,1,6,9,SO59831,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,NA,NA,2013-06-09T00:00:00.0000000,2013-06-21T00:00:00.0000000,2013-06-16T00:00:00.0000000
225,20130609,20130621,20130616,11358,1,6,9,SO59831,2,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NA,NA,2013-06-09T00:00:00.0000000,2013-06-21T00:00:00.0000000,2013-06-16T00:00:00.0000000
476,20130609,20130621,20130616,11358,1,6,9,SO59831,3,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,NA,NA,2013-06-09T00:00:00.0000000,2013-06-21T00:00:00.0000000,2013-06-16T00:00:00.0000000
355,20130610,20130622,20130617,11607,1,100,7,SO59832,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
478,20130610,20130622,20130617,11607,1,100,7,SO59832,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
477,20130610,20130622,20130617,11607,1,100,7,SO59832,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
361,20130610,20130622,20130617,12266,1,100,8,SO59833,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
217,20130610,20130622,20130617,12266,1,100,8,SO59833,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
357,20130610,20130622,20130617,14189,2,100,8,SO59834,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
359,20130610,20130622,20130617,14163,1,100,8,SO59835,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
478,20130610,20130622,20130617,14163,1,100,8,SO59835,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
363,20130610,20130622,20130617,13585,2,98,10,SO59836,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
485,20130610,20130622,20130617,13585,1,98,10,SO59836,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
489,20130610,20130622,20130617,13585,1,98,10,SO59836,3,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
355,20130610,20130622,20130617,12559,1,98,10,SO59837,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
478,20130610,20130622,20130617,12559,1,98,10,SO59837,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
477,20130610,20130622,20130617,12559,1,98,10,SO59837,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
353,20130610,20130622,20130617,14161,1,100,8,SO59838,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
478,20130610,20130622,20130617,14161,1,100,8,SO59838,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
477,20130610,20130622,20130617,14161,1,100,8,SO59838,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
217,20130610,20130622,20130617,14161,1,100,8,SO59838,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
225,20130610,20130622,20130617,14161,1,100,8,SO59838,5,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
363,20130610,20130622,20130617,12232,1,100,8,SO59839,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
478,20130610,20130622,20130617,12232,1,100,8,SO59839,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
529,20130610,20130622,20130617,15798,1,6,9,SO59840,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
539,20130610,20130622,20130617,15798,1,6,9,SO59840,2,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
214,20130610,20130622,20130617,15798,1,6,9,SO59840,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
535,20130610,20130622,20130617,11073,1,6,9,SO59841,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
528,20130610,20130622,20130617,11073,1,6,9,SO59841,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
222,20130610,20130622,20130617,11073,1,6,9,SO59841,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
529,20130610,20130622,20130617,12008,1,6,9,SO59842,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
480,20130610,20130622,20130617,12008,1,6,9,SO59842,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,NA,NA,2013-06-10T00:00:00.0000000,2013-06-22T00:00:00.0000000,2013-06-17T00:00:00.0000000
